cluster	gene
stem cells 1	HMGA2
stem cells 1	NUDT15
stem cells 1	RPL4
stem cells 1	ICMT
stem cells 1	CENPW
stem cells 1	RPS4X
stem cells 1	RGS5
stem cells 1	AGO2
stem cells 1	CLDN10
stem cells 1	AK4
stem cells 1	AIDA
stem cells 1	SKP2
stem cells 1	PSPH
stem cells 1	TMEM64
stem cells 1	SALL4
stem cells 1	SLC25A13
stem cells 1	FLVCR1
stem cells 1	PPM1B
stem cells 1	HESX1
stem cells 1	NMB
stem cells 1	GANAB
stem cells 1	FEZF1
stem cells 1	C19orf24
stem cells 1	CA11
stem cells 1	CEBPB
stem cells 1	ADI1
stem cells 1	RNASEH1
stem cells 1	NLN
stem cells 1	HTATIP2
stem cells 1	NUS1
stem cells 1	FAM222B
stem cells 1	SHMT2
stem cells 1	KCMF1
stem cells 1	PSME3
stem cells 1	C1GALT1
stem cells 1	DHX33
stem cells 1	SHC1
stem cells 1	UBE2M
stem cells 1	SRA1
stem cells 1	TLCD1
stem cells 1	TMEM243
stem cells 1	TMX1
stem cells 1	TXNDC17
stem cells 1	ARL5A
stem cells 1	SSNA1
stem cells 1	PARL
stem cells 1	TM9SF3
stem cells 1	ITGAE
stem cells 1	MRPS16
stem cells 1	FAM45A
stem cells 1	TCEA1
stem cells 1	RSL1D1
stem cells 1	G3BP1
stem cells 1	CDK4
stem cells 1	PCNP
stem cells 1	TMEM126A
stem cells 1	MT2A
stem cells 1	KXD1
stem cells 1	SRP9
stem cells 1	MRPL27
stem cells 1	NCL
stem cells 1	SLTM
stem cells 1	RNPS1
stem cells 1	EBPL
stem cells 1	ARPC5L
stem cells 1	ATP6V1G1
stem cells 1	RAC3
stem cells 1	MRPL13
stem cells 1	SMARCC1
stem cells 1	LARS
stem cells 1	CD63
stem cells 1	NOP58
stem cells 1	GTF3A
stem cells 1	ACP1
stem cells 1	TXNDC12
stem cells 1	EIF2S3
stem cells 1	PRDX3
stem cells 1	SAP18
stem cells 1	SNRPA1
stem cells 1	SRSF1
stem cells 1	POLR2I
stem cells 1	RHEB
stem cells 1	POLR2K
stem cells 1	CTTN
stem cells 1	KPNB1
stem cells 1	HNRNPM
stem cells 1	DGUOK
stem cells 1	SUMO3
stem cells 1	EIF4E
stem cells 1	NDUFB9
stem cells 1	ARL6IP4
stem cells 1	CANX
stem cells 1	CDC123
stem cells 1	PFDN4
stem cells 1	TOMM40
stem cells 1	MRPL41
stem cells 1	MRPS26
stem cells 1	NDUFV2
stem cells 1	LAMTOR4
stem cells 1	RPS26
stem cells 1	SPCS2
neuroectodermal-like cells	GPC3
neuroectodermal-like cells	KRT8
neuroectodermal-like cells	KRT18
neuroectodermal-like cells	APOE
neuroectodermal-like cells	CRABP2
neuroectodermal-like cells	DLK1
neuroectodermal-like cells	KRT19
neuroectodermal-like cells	S100A11
neuroectodermal-like cells	HESX1
neuroectodermal-like cells	CLDN6
neuroectodermal-like cells	MDK
neuroectodermal-like cells	TPM1
neuroectodermal-like cells	BST2
neuroectodermal-like cells	LIN28A
neuroectodermal-like cells	HAPLN1
neuroectodermal-like cells	LDHA
neuroectodermal-like cells	PERP
neuroectodermal-like cells	FAM60A
neuroectodermal-like cells	HMGA1
neuroectodermal-like cells	ID3
neuroectodermal-like cells	SIX3
neuroectodermal-like cells	NR6A1
neuroectodermal-like cells	TNNT1
neuroectodermal-like cells	MGST1
neuroectodermal-like cells	SLC2A3
neuroectodermal-like cells	ID1
neuroectodermal-like cells	FST
neuroectodermal-like cells	FEZF1
neuroectodermal-like cells	QPRT
neuroectodermal-like cells	TSTD1
neuroectodermal-like cells	PRTG
neuroectodermal-like cells	FRZB
neuroectodermal-like cells	MEST
neuroectodermal-like cells	SHISA2
neuroectodermal-like cells	PMEL
neuroectodermal-like cells	STOM
neuroectodermal-like cells	SEC11A
neuroectodermal-like cells	SERPINH1
neuroectodermal-like cells	CCNG1
neuroectodermal-like cells	RPL12
neuroectodermal-like cells	FGFR1
neuroectodermal-like cells	S100A13
neuroectodermal-like cells	TPM2
neuroectodermal-like cells	LMAN1
neuroectodermal-like cells	NPC2
neuroectodermal-like cells	LHX5
neuroectodermal-like cells	CTSV
neuroectodermal-like cells	RBPMS
neuroectodermal-like cells	MYL12A
neuroectodermal-like cells	RPSA
neuroectodermal-like cells	LIX1
neuroectodermal-like cells	RBMS1
neuroectodermal-like cells	SFRP1
neuroectodermal-like cells	RP11-148B6.1
neuroectodermal-like cells	RPS6
neuroectodermal-like cells	GJA1
neuroectodermal-like cells	TPM4
neuroectodermal-like cells	NME4
neuroectodermal-like cells	SLC2A1
neuroectodermal-like cells	DSP
neuroectodermal-like cells	SPINT2
neuroectodermal-like cells	TUBA1C
neuroectodermal-like cells	RPL7A
neuroectodermal-like cells	FERMT2
neuroectodermal-like cells	H1F0
neuroectodermal-like cells	GNAS
neuroectodermal-like cells	EEF1B2
neuroectodermal-like cells	IFITM3
neuroectodermal-like cells	LY6E
neuroectodermal-like cells	PRDX6
neuroectodermal-like cells	RPS2
neuroectodermal-like cells	MYL9
neuroectodermal-like cells	RPS12
neuroectodermal-like cells	TGIF1
neuroectodermal-like cells	APRT
neuroectodermal-like cells	MCM3
neuroectodermal-like cells	CLDN4
neuroectodermal-like cells	CKS1B
neuroectodermal-like cells	CYBA
neuroectodermal-like cells	RPL10A
neuroectodermal-like cells	RPS23
neuroectodermal-like cells	IMPDH2
neuroectodermal-like cells	RPL15
neuroectodermal-like cells	ANXA2
neuroectodermal-like cells	RPS9
neuroectodermal-like cells	OTX2
neuroectodermal-like cells	CD63
neuroectodermal-like cells	RPL8
neuroectodermal-like cells	LITAF
neuroectodermal-like cells	CCND1
neuroectodermal-like cells	RPLP0
neuroectodermal-like cells	IGF2BP3
neuroectodermal-like cells	DMKN
neuroectodermal-like cells	CTSC
neuroectodermal-like cells	TRIM71
neuroectodermal-like cells	PAICS
neuroectodermal-like cells	RP11-89K21.1
neuroectodermal-like cells	NUCKS1
neuroectodermal-like cells	NPM1
neuroectodermal-like cells	FTL
neuroectodermal-like cells	PLIN2
neuroectodermal-like cells	IPO5
neuroectodermal-like cells	GAPDH
neuroectodermal-like cells	RAB25
neuroectodermal-like cells	L1TD1
neuroectodermal-like cells	RPS3
neuroectodermal-like cells	RPS18
neuroectodermal-like cells	NASP
neuroectodermal-like cells	HMGA2
neuroectodermal-like cells	PABPC1
neuroectodermal-like cells	EPCAM
neuroectodermal-like cells	HSPD1
neuroectodermal-like cells	ABRACL
neuroectodermal-like cells	HMGB2
neuroectodermal-like cells	KDELR1
neuroectodermal-like cells	SALL4
neuroectodermal-like cells	RPL27A
neuroectodermal-like cells	PDIA6
neuroectodermal-like cells	SLC25A6
neuroectodermal-like cells	CENPW
neuroectodermal-like cells	EIF4B
neuroectodermal-like cells	SET
neuroectodermal-like cells	CLIC1
neuroectodermal-like cells	HNRNPA3
neuroectodermal-like cells	RPS4X
neuroectodermal-like cells	HELLS
neuroectodermal-like cells	RPL13A
neuroectodermal-like cells	HNRNPD
neuroectodermal-like cells	RPL13
neuroectodermal-like cells	ARL2
neuroectodermal-like cells	RPS7
neuroectodermal-like cells	FZD5
neuroectodermal-like cells	LAPTM4A
neuroectodermal-like cells	RPS16
neuroectodermal-like cells	BCAT1
neuroectodermal-like cells	NCL
neuroectodermal-like cells	C6orf141
neuroectodermal-like cells	STK26
neuroectodermal-like cells	SERPINF1
neuroectodermal-like cells	RPL11
neuroectodermal-like cells	CTNNBIP1
neuroectodermal-like cells	PRDX1
neuroectodermal-like cells	MFGE8
neuroectodermal-like cells	CENPH
neuroectodermal-like cells	LHX5-AS1
neuroectodermal-like cells	BCL2L12
neuroectodermal-like cells	GNB2L1
neuroectodermal-like cells	ALPL
neuroectodermal-like cells	MTA3
neuroectodermal-like cells	PTGR1
neuroectodermal-like cells	KIAA0101
neuroectodermal-like cells	CNN2
neuroectodermal-like cells	PTMA
neuroectodermal-like cells	ATP2B1
neuroectodermal-like cells	SLC29A1
neuroectodermal-like cells	CLDN7
neuroectodermal-like cells	MFAP2
neuroectodermal-like cells	TSPAN6
neuroectodermal-like cells	GGCT
neuroectodermal-like cells	CYP26A1
neuroectodermal-like cells	RPL3
neuroectodermal-like cells	SSR3
neuroectodermal-like cells	PDLIM1
neuroectodermal-like cells	MLEC
neuroectodermal-like cells	CCNB1IP1
neuroectodermal-like cells	BCAM
neuroectodermal-like cells	TGIF2
neuroectodermal-like cells	HSP90AA1
neuroectodermal-like cells	RPS20
neuroectodermal-like cells	FSTL1
neuroectodermal-like cells	KNOP1
neuroectodermal-like cells	PGAM1
neuroectodermal-like cells	AHCY
neuroectodermal-like cells	RPL14
neuroectodermal-like cells	TMEM54
neuroectodermal-like cells	PAMR1
neuroectodermal-like cells	RPS19
neuroectodermal-like cells	TRIP6
neuroectodermal-like cells	ISG15
neuroectodermal-like cells	DEK
neuroectodermal-like cells	PSIP1
neuroectodermal-like cells	ADH5
neuroectodermal-like cells	MRPL11
neuroectodermal-like cells	WASF2
neuroectodermal-like cells	RAB13
neuroectodermal-like cells	SLC39A1
neuroectodermal-like cells	SEPP1
neuroectodermal-like cells	DPPA4
neuroectodermal-like cells	USP44
neuroectodermal-like cells	EIF3A
neuroectodermal-like cells	SLC25A13
neuroectodermal-like cells	SERBP1
neuroectodermal-like cells	OSTC
neuroectodermal-like cells	RPL10
neuroectodermal-like cells	PRKCDBP
neuroectodermal-like cells	RPS8
neuroectodermal-like cells	SMARCC1
neuroectodermal-like cells	TEAD2
neuroectodermal-like cells	RPL4
neuroectodermal-like cells	H2AFV
neuroectodermal-like cells	HSP90AB1
neuroectodermal-like cells	LIN28B
neuroectodermal-like cells	DSC2
neuroectodermal-like cells	UNG
neuroectodermal-like cells	PHGDH
neuroectodermal-like cells	LDHB
neuroectodermal-like cells	SLC16A1
neuroectodermal-like cells	ZDHHC12
neuroectodermal-like cells	HILPDA
neuroectodermal-like cells	FBL
neuroectodermal-like cells	RPL18
neuroectodermal-like cells	CDK4
neuroectodermal-like cells	HDAC1
neuroectodermal-like cells	ZFP42
neuroectodermal-like cells	RHOA
neuroectodermal-like cells	SMAGP
neuroectodermal-like cells	FOXH1
neuroectodermal-like cells	CA14
neuroectodermal-like cells	SNRPB
neuroectodermal-like cells	FEZF1-AS1
neuroectodermal-like cells	RPLP1
neuroectodermal-like cells	LMO1
neuroectodermal-like cells	RPL18A
neuroectodermal-like cells	TRAPPC6A
neuroectodermal-like cells	PHACTR2
neuroectodermal-like cells	LSM4
neuroectodermal-like cells	CENPU
neuroectodermal-like cells	LTA4H
neuroectodermal-like cells	RPL29
neuroectodermal-like cells	RPS5
neuroectodermal-like cells	PTBP1
neuroectodermal-like cells	TMEM88
neuroectodermal-like cells	ANP32E
neuroectodermal-like cells	SEMA6A
neuroectodermal-like cells	PLA2G16
neuroectodermal-like cells	RAN
neuroectodermal-like cells	TMEM261
neuroectodermal-like cells	RPL5
neuroectodermal-like cells	NPM3
neuroectodermal-like cells	ACTN1
neuroectodermal-like cells	UPP1
neuroectodermal-like cells	UQCC2
neuroectodermal-like cells	PRSS8
neuroectodermal-like cells	FBLN1
neuroectodermal-like cells	ZWINT
neuroectodermal-like cells	TK1
neuroectodermal-like cells	EPHA4
neuroectodermal-like cells	RNASEH2A
neuroectodermal-like cells	RPL9
neuroectodermal-like cells	PHB
neuroectodermal-like cells	HNRNPC
neuroectodermal-like cells	TMEM14C
neuroectodermal-like cells	FEN1
neuroectodermal-like cells	SERF2
neuroectodermal-like cells	CDCA4
neuroectodermal-like cells	C14orf166
neuroectodermal-like cells	CALU
neuroectodermal-like cells	MIS18A
neuroectodermal-like cells	SAE1
neuroectodermal-like cells	AGTRAP
neuroectodermal-like cells	ZIC2
neuroectodermal-like cells	TRMT112
neuroectodermal-like cells	PRIM1
neuroectodermal-like cells	ST13
neuroectodermal-like cells	CLDN3
neuroectodermal-like cells	ARID3A
neuroectodermal-like cells	RPL28
neuroectodermal-like cells	RAB3B
neuroectodermal-like cells	RPS27A
neuroectodermal-like cells	NT5DC1
neuroectodermal-like cells	ALDH7A1
neuroectodermal-like cells	KAT7
neuroectodermal-like cells	MCM4
neuroectodermal-like cells	RPL24
neuroectodermal-like cells	CCNB2
neuroectodermal-like cells	CHEK1
neuroectodermal-like cells	SLC25A39
neuroectodermal-like cells	IGF2BP1
neuroectodermal-like cells	HN1L
neuroectodermal-like cells	CDH1
neuroectodermal-like cells	CDH6
neuroectodermal-like cells	ARHGAP29
neuroectodermal-like cells	TIMELESS
neuroectodermal-like cells	TFAP2A
neuroectodermal-like cells	LGALS1
neuroectodermal-like cells	ATIC
neuroectodermal-like cells	DERA
neuroectodermal-like cells	RPS3A
neuroectodermal-like cells	RAB34
neuroectodermal-like cells	GPR143
neuroectodermal-like cells	POU3F1
neuroectodermal-like cells	PMF1
neuroectodermal-like cells	EEF1A1
neuroectodermal-like cells	RPS17
neuroectodermal-like cells	RPS14
neuroectodermal-like cells	AIF1L
neuroectodermal-like cells	NSMCE4A
neuroectodermal-like cells	SERPING1
neuroectodermal-like cells	BLVRB
neuroectodermal-like cells	LSR
neuroectodermal-like cells	STX3
neuroectodermal-like cells	CMTM3
neuroectodermal-like cells	ACAA2
neuroectodermal-like cells	GNPNAT1
neuroectodermal-like cells	PNPLA4
neuroectodermal-like cells	SPINT1
neuroectodermal-like cells	RPL7
neuroectodermal-like cells	RND2
neuroectodermal-like cells	OLFML3
neuroectodermal-like cells	CMTM6
neuroectodermal-like cells	F11R
neuroectodermal-like cells	APOA1
neuroectodermal-like cells	TPBG
neuroectodermal-like cells	PFN1
neuroectodermal-like cells	NT5C
neuroectodermal-like cells	YBX3
neuroectodermal-like cells	IMPA2
neuroectodermal-like cells	GNPDA1
neuroectodermal-like cells	CAST
neuroectodermal-like cells	FBXO2
neuroectodermal-like cells	OVOS2
neuroectodermal-like cells	CLSPN
neuroectodermal-like cells	RPL19
neuroectodermal-like cells	TP53I3
neuroectodermal-like cells	RNASEH2C
neuroectodermal-like cells	ESRP1
neuroectodermal-like cells	RAX
neuroectodermal-like cells	RPL21
neuroectodermal-like cells	RP11-11N9.4
neuroectodermal-like cells	MAD2L1
neuroectodermal-like cells	DESI2
neuroectodermal-like cells	GRN
neuroectodermal-like cells	C19orf48
neuroectodermal-like cells	PKDCC
neuroectodermal-like cells	TIMP1
neuroectodermal-like cells	DLGAP5
neuroectodermal-like cells	S100A16
neuroectodermal-like cells	PTPN13
neuroectodermal-like cells	NAMPT
neuroectodermal-like cells	RPL23
neuroectodermal-like cells	MIS18BP1
neuroectodermal-like cells	FZD2
neuroectodermal-like cells	SWAP70
neuroectodermal-like cells	AASS
neuroectodermal-like cells	AP1M2
neuroectodermal-like cells	TPI1
neuroectodermal-like cells	FAM136A
neuroectodermal-like cells	UQCRH
neuroectodermal-like cells	GSTO1
neuroectodermal-like cells	CARHSP1
neuroectodermal-like cells	TPM3
neuroectodermal-like cells	ENO1
neuroectodermal-like cells	PPT1
neuroectodermal-like cells	GCSH
neuroectodermal-like cells	HSP90B1
neuroectodermal-like cells	XRCC5
neuroectodermal-like cells	HEBP2
neuroectodermal-like cells	UBE2C
neuroectodermal-like cells	TAGLN
neuroectodermal-like cells	HLA-A
neuroectodermal-like cells	ERP29
neuroectodermal-like cells	RPA3
neuroectodermal-like cells	LAMTOR1
neuroectodermal-like cells	HNRNPU
neuroectodermal-like cells	BSG
neuroectodermal-like cells	ADM
neuroectodermal-like cells	DENR
neuroectodermal-like cells	PDLIM7
neuroectodermal-like cells	MSH6
neuroectodermal-like cells	RSL1D1
neuroectodermal-like cells	MRPL14
neuroectodermal-like cells	HDGF
neuroectodermal-like cells	XIST
neuroectodermal-like cells	DARS
neuroectodermal-like cells	ATP6V0E1
neuroectodermal-like cells	EIF3K
neuroectodermal-like cells	CALD1
neuroectodermal-like cells	SIVA1
neuroectodermal-like cells	QARS
neuroectodermal-like cells	CNIH4
neuroectodermal-like cells	APLP2
neuroectodermal-like cells	SH3BGRL3
neuroectodermal-like cells	FAM162A
neuroectodermal-like cells	NIPSNAP1
neuroectodermal-like cells	ZFP36L2
neuroectodermal-like cells	C4orf3
neuroectodermal-like cells	RANBP1
neuroectodermal-like cells	SSBP1
neuroectodermal-like cells	TMEM230
neuroectodermal-like cells	LSM2
neuroectodermal-like cells	GNG5
neuroectodermal-like cells	DNAJC19
neuroectodermal-like cells	C11orf31
neuroectodermal-like cells	PSMB1
neuroectodermal-like cells	SEPW1
neuroectodermal-like cells	ISYNA1
neuroectodermal-like cells	SNRPD3
neuroectodermal-like cells	AKAP12
neuroectodermal-like cells	MRPS6
neuroectodermal-like cells	HACD3
neuroectodermal-like cells	HNRNPF
neuroectodermal-like cells	SMS
neuroectodermal-like cells	FKBP3
neuroectodermal-like cells	ARGLU1
neuroectodermal-like cells	CALR
neuroectodermal-like cells	SAT1
neuroectodermal-like cells	DDIT4
stem cells 2	POU5F1
stem cells 2	APOE
stem cells 2	LDHA
stem cells 2	PMAIP1
stem cells 2	L1TD1
stem cells 2	KRT18
stem cells 2	HMGA1
stem cells 2	TERF1
stem cells 2	MFGE8
stem cells 2	RARRES2
stem cells 2	TDGF1
stem cells 2	MGST1
stem cells 2	FOXD3-AS1
stem cells 2	PFN1
stem cells 2	EIF5A
stem cells 2	APRT
stem cells 2	EPCAM
stem cells 2	DPPA4
stem cells 2	TKT
stem cells 2	GSTP1
stem cells 2	CYBA
stem cells 2	CD24
stem cells 2	LINC00678
stem cells 2	PGAM1
stem cells 2	CLDN6
stem cells 2	TUBA1C
stem cells 2	RPL22L1
stem cells 2	THY1
stem cells 2	RAN
stem cells 2	C1QBP
stem cells 2	CTSC
stem cells 2	NPM1
stem cells 2	TIMM13
stem cells 2	CKS1B
stem cells 2	RP11-1144P22.1
stem cells 2	HSPD1
stem cells 2	MYL12A
stem cells 2	DMKN
stem cells 2	TPM2
stem cells 2	MT1X
stem cells 2	PRDX1
stem cells 2	RAB34
stem cells 2	CLIC1
stem cells 2	DNMT3B
stem cells 2	PRELID1
stem cells 2	CD9
stem cells 2	RP11-148B6.1
stem cells 2	ENO1
stem cells 2	SLC25A5
stem cells 2	PHGDH
stem cells 2	POLR3G
stem cells 2	KRT8
stem cells 2	S100A11
stem cells 2	TXNDC17
stem cells 2	HSP90AB1
stem cells 2	FTL
stem cells 2	NCL
stem cells 2	AHCY
stem cells 2	SNRPB
stem cells 2	PIM2
stem cells 2	NR6A1
stem cells 2	TOMM40
stem cells 2	LDHB
stem cells 2	LAPTM4B
stem cells 2	LECT1
stem cells 2	GADD45GIP1
stem cells 2	TNFRSF12A
stem cells 2	MRPS34
stem cells 2	CNN2
stem cells 2	AKIRIN1
stem cells 2	PRDX6
stem cells 2	PDLIM1
stem cells 2	YBX3
stem cells 2	H2AFZ
stem cells 2	MRPL12
stem cells 2	PHC1
stem cells 2	FOXH1
stem cells 2	HSPE1
stem cells 2	PHB
stem cells 2	ALDOA
stem cells 2	FAM136A
stem cells 2	AK4
stem cells 2	RPL8
stem cells 2	NME4
stem cells 2	HLA-A
stem cells 2	TPM4
stem cells 2	RPL12
stem cells 2	GAPDH
stem cells 2	S100A10
stem cells 2	SNRPN
stem cells 2	DHCR24
stem cells 2	PAICS
stem cells 2	RPS2
stem cells 2	CLDN7
stem cells 2	AURKAIP1
stem cells 2	HLA-C
stem cells 2	PRDX4
stem cells 2	SERBP1
stem cells 2	GAL
stem cells 2	SLC25A6
stem cells 2	MRPS15
stem cells 2	USP44
stem cells 2	EIF4EBP1
stem cells 2	PLPP2
stem cells 2	PRMT1
stem cells 2	SIVA1
stem cells 2	PSMB6
stem cells 2	KRT19
stem cells 2	RAB13
stem cells 2	LIN28A
stem cells 2	ID1
stem cells 2	OCIAD2
stem cells 2	MAD2L2
stem cells 2	PSMB1
stem cells 2	MRPL11
stem cells 2	CNIH4
stem cells 2	ADRM1
stem cells 2	SLC39A1
stem cells 2	GPATCH4
stem cells 2	EBPL
stem cells 2	CYB5A
stem cells 2	RBPMS2
stem cells 2	ATP5G3
stem cells 2	SSBP1
stem cells 2	PSMB5
stem cells 2	UGP2
stem cells 2	SAP18
stem cells 2	LSR
stem cells 2	ENSA
stem cells 2	ZSCAN10
stem cells 2	DDT
stem cells 2	TPI1
stem cells 2	RP11-568A7.4
stem cells 2	CCT5
stem cells 2	RPS9
stem cells 2	PPP1CA
stem cells 2	SLC25A39
stem cells 2	RCC2
stem cells 2	BCL2L12
stem cells 2	SRSF2
stem cells 2	TRMT112
stem cells 2	MCM3
stem cells 2	NOP10
stem cells 2	NFE2L3
stem cells 2	TPM3
stem cells 2	TALDO1
stem cells 2	SMIM3
stem cells 2	PSMD7
stem cells 2	AP1M2
stem cells 2	NPM3
stem cells 2	FBL
stem cells 2	SRSF7
stem cells 2	EEF1B2
stem cells 2	ARPC1B
stem cells 2	PSMA3
stem cells 2	SERPINH1
stem cells 2	RANBP1
stem cells 2	QPRT
stem cells 2	GPX1
stem cells 2	TARS
stem cells 2	REXO2
stem cells 2	TSTD1
stem cells 2	WDR1
stem cells 2	PDIA6
stem cells 2	ARL2
stem cells 2	SEPHS1
stem cells 2	RPA3
stem cells 2	NME1
stem cells 2	NASP
stem cells 2	ITM2C
stem cells 2	ADSL
stem cells 2	ZFP42
stem cells 2	PSAT1
stem cells 2	VRTN
stem cells 2	PYCARD
stem cells 2	EEF1E1
stem cells 2	SFRP2
stem cells 2	ACAT2
stem cells 2	AP2S1
stem cells 2	TRIP6
stem cells 2	RPL10A
stem cells 2	COX5A
stem cells 2	LSM4
stem cells 2	WFDC2
stem cells 2	EIF3K
stem cells 2	PSMB4
stem cells 2	APOC1
stem cells 2	RBPMS
stem cells 2	JARID2
stem cells 2	GGCT
stem cells 2	DKC1
stem cells 2	RPS3
stem cells 2	VCL
stem cells 2	CYC1
stem cells 2	PSIP1
stem cells 2	NQO2
stem cells 2	BIRC5
stem cells 2	MCM5
stem cells 2	C14orf166
stem cells 2	IMPA2
stem cells 2	MCM7
stem cells 2	OAZ2
stem cells 2	GLRX3
stem cells 2	CCNB1
stem cells 2	C19orf48
stem cells 2	MT-CO3
stem cells 2	ACAA2
stem cells 2	RPL19
stem cells 2	EIF6
stem cells 2	CCT3
stem cells 2	TMEM147
stem cells 2	PSMA5
stem cells 2	IFITM3
stem cells 2	SPINT1
stem cells 2	SNRPD1
stem cells 2	SPINT2
stem cells 2	CDC123
stem cells 2	MRPL20
stem cells 2	CCT6A
stem cells 2	MRPL37
stem cells 2	LAMTOR4
stem cells 2	PARP1
stem cells 2	SFRP1
stem cells 2	NDUFS6
stem cells 2	FAM60A
stem cells 2	PKIB
stem cells 2	MRPL51
stem cells 2	PLA2G16
stem cells 2	RPS6
stem cells 2	AIF1L
stem cells 2	TK1
stem cells 2	SET
stem cells 2	GCSH
stem cells 2	EMG1
stem cells 2	SEC11A
stem cells 2	CHCHD3
stem cells 2	KIAA0101
stem cells 2	ABRACL
stem cells 2	FAM46B
stem cells 2	RPS18
stem cells 2	C20orf27
stem cells 2	MDK
stem cells 2	DBI
stem cells 2	ID3
stem cells 2	HNRNPD
stem cells 2	PGP
stem cells 2	DCTPP1
stem cells 2	CYCS
stem cells 2	HSPA9
stem cells 2	BSG
stem cells 2	MTHFD2
stem cells 2	RRM2
stem cells 2	FAM162A
stem cells 2	RP11-20D14.6
stem cells 2	SHMT2
stem cells 2	ATIC
stem cells 2	NUTF2
stem cells 2	FXYD5
stem cells 2	PYCR1
stem cells 2	CD63
stem cells 2	PPIB
stem cells 2	PTBP1
stem cells 2	ISOC2
stem cells 2	POMP
stem cells 2	CHCHD10
stem cells 2	FAM64A
stem cells 2	H2AFJ
stem cells 2	D21S2088E
stem cells 2	MRPL57
stem cells 2	PLTP
stem cells 2	MRPS12
stem cells 2	RNF7
stem cells 2	UBE2L3
stem cells 2	TCF7L1
stem cells 2	HNRNPAB
stem cells 2	CBR1
stem cells 2	AKR1B1
stem cells 2	GPR176
stem cells 2	GTF3C6
stem cells 2	PSMA7
stem cells 2	TNNT1
stem cells 2	CCT2
stem cells 2	PSMC5
stem cells 2	PODXL
stem cells 2	NHP2
stem cells 2	MRPL14
stem cells 2	MYBL2
stem cells 2	NOP16
stem cells 2	CD320
stem cells 2	MDH2
stem cells 2	MLEC
stem cells 2	TRAPPC2L
stem cells 2	LYAR
stem cells 2	CTSV
stem cells 2	EPHA1
stem cells 2	FKBP4
stem cells 2	SSR3
stem cells 2	EEF1D
stem cells 2	SS18L2
stem cells 2	TUFM
stem cells 2	UBE2S
stem cells 2	NPC2
stem cells 2	STOML2
stem cells 2	PSMB3
stem cells 2	CHAF1A
stem cells 2	RPS27A
stem cells 2	ENY2
stem cells 2	SLC1A5
stem cells 2	NR2F6
stem cells 2	MT-CO2
stem cells 2	VASP
stem cells 2	COA4
stem cells 2	ACTN1
stem cells 2	UQCRH
stem cells 2	ERP29
stem cells 2	UQCC3
stem cells 2	TOMM22
stem cells 2	DTYMK
stem cells 2	GPR160
stem cells 2	ETV4
stem cells 2	ECHS1
stem cells 2	CALR
stem cells 2	MAL2
stem cells 2	PDIA3
stem cells 2	RPL3
stem cells 2	SNRPD3
stem cells 2	CTSD
stem cells 2	FGFR1
stem cells 2	MYL6
stem cells 2	FKBP1A
stem cells 2	PSMB2
stem cells 2	MT-ND1
stem cells 2	RPS5
stem cells 2	NDUFV2
stem cells 2	SNRPA1
stem cells 2	UCHL3
stem cells 2	ADI1
stem cells 2	POLR3K
stem cells 2	LIMD2
stem cells 2	OAZ1
stem cells 2	EIF2AK4
stem cells 2	TSTA3
stem cells 2	ATP5G1
stem cells 2	PRR13
stem cells 2	PPP1CC
stem cells 2	GMNN
stem cells 2	PLEKHJ1
stem cells 2	UQCRC1
stem cells 2	TIMM50
stem cells 2	ATP1B3
stem cells 2	CDCA7L
stem cells 2	ATPIF1
stem cells 2	CKS2
stem cells 2	DAZAP1
stem cells 2	KPNA2
stem cells 2	CSTB
stem cells 2	STRA13
stem cells 2	IGF2BP1
stem cells 2	OSTC
stem cells 2	UQCRFS1
stem cells 2	ATP6V0E1
stem cells 2	RSL1D1
stem cells 2	PHF5A
stem cells 2	PEBP1
stem cells 2	CDC20
stem cells 2	CLDN10
stem cells 2	ANOS1
stem cells 2	RUVBL1
stem cells 2	MTCH2
stem cells 2	POLR2E
stem cells 2	PCBP1
stem cells 2	RPL14
stem cells 2	SSU72
